respondent_id,age,gender,financial_literacy,need_for_cognition,tech_disposition,condition,scenario_id,presentation_position,loan_amount,applicant_credit_score,ai_recommendation,ai_confidence,ai_correct,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,participant_decision,trust_composite,agree_with_ai,response_time_sec,response_timestamp,attention_check_passed,calibration_label
Pb332ec90ed,31,female,4,3.16,5.15,counterfactual,10,4,25000,620,deny,69,True,3,5,,5,5,6,6,6,5,5,6,5,approve,5.18,False,18.5,2026-02-05T19:37:56,True,calibrated
Pb332ec90ed,31,female,4,3.16,5.15,counterfactual,3,5,22000,640,approve,58,True,5,4,5,5,3,5,5,5,5,5,7,4,approve,4.83,True,13.3,2026-02-05T19:38:10,True,calibrated
Pb332ec90ed,31,female,4,3.16,5.15,counterfactual,8,6,18000,600,approve,55,False,3,6,4,5,5,4,5,5,4,4,5,4,approve,4.5,True,21.2,2026-02-05T19:38:33,True,over-trust
Pb332ec90ed,31,female,4,3.16,5.15,counterfactual,7,7,9000,680,approve,77,True,6,5,6,6,5,5,3,6,4,5,6,5,approve,5.17,True,82.3,2026-02-05T19:39:57,True,calibrated
Pb332ec90ed,31,female,4,3.16,5.15,counterfactual,2,8,15000,705,approve,91,True,6,6,6,6,4,6,7,5,7,6,6,6,approve,5.92,True,16.9,2026-02-05T19:40:15,True,calibrated
Pb332ec90ed,31,female,4,3.16,5.15,counterfactual,9,9,7000,730,approve,94,True,5,6,6,6,5,6,7,5,6,6,6,6,approve,5.83,True,20.0,2026-02-05T19:40:37,True,calibrated
Pb332ec90ed,31,female,4,3.16,5.15,counterfactual,6,10,12000,655,deny,63,False,4,5,3,5,3,4,4,4,4,5,4,5,deny,4.17,True,8.6,2026-02-05T19:40:48,True,over-trust
P36fc5d024e,18,female,4,4.46,6.0,surface,3,1,22000,640,approve,58,True,3,3,2,2,4,4,3,2,2,2,3,2,deny,2.67,False,14.7,2026-01-20T19:46:22,True,under-trust
P36fc5d024e,18,female,4,4.46,6.0,surface,1,2,8000,610,deny,82,True,3,3,2,2,3,2,2,3,3,2,3,3,deny,2.58,True,15.0,2026-01-20T19:46:40,True,under-trust
P36fc5d024e,18,female,4,4.46,6.0,surface,2,3,15000,705,approve,91,True,3,4,4,4,3,5,4,4,3,3,3,4,deny,3.67,False,25.0,2026-01-20T19:47:05,True,under-trust
P36fc5d024e,18,female,4,4.46,6.0,surface,6,4,12000,655,deny,63,False,1,1,1,1,1,1,1,1,1,2,2,1,approve,1.17,False,17.9,2026-01-20T19:47:24,True,calibrated
P36fc5d024e,18,female,4,4.46,6.0,surface,10,5,25000,620,deny,69,True,2,3,3,2,2,4,2,1,3,3,3,2,deny,2.5,True,13.3,2026-01-20T19:47:39,True,under-trust
P36fc5d024e,18,female,4,4.46,6.0,surface,5,6,30000,720,approve,88,True,3,3,2,3,3,2,1,3,2,3,3,2,approve,2.5,True,16.9,2026-01-20T19:47:58,True,under-trust
P36fc5d024e,18,female,4,4.46,6.0,surface,8,7,18000,600,approve,55,False,2,1,1,2,1,2,1,1,1,1,1,1,deny,1.25,False,9.7,2026-01-20T19:48:08,True,calibrated
P36fc5d024e,18,female,4,4.46,6.0,surface,4,8,5000,590,deny,74,True,2,2,3,3,1,1,2,1,3,1,2,4,deny,2.08,True,10.0,2026-01-20T19:48:19,True,under-trust
P36fc5d024e,18,female,4,4.46,6.0,surface,7,9,9000,680,approve,77,True,1,1,1,1,2,1,1,1,1,1,2,1,deny,1.17,False,17.4,2026-01-20T19:48:38,True,under-trust
P36fc5d024e,18,female,4,4.46,6.0,surface,9,10,7000,730,approve,94,True,3,2,3,2,,1,1,2,3,3,2,2,deny,2.18,False,21.7,2026-01-20T19:49:02,True,under-trust
P0742fef704,31,female,3,4.37,4.23,counterfactual,7,1,9000,680,approve,77,True,5,4,4,4,5,5,4,4,4,5,5,5,approve,4.5,True,7.1,2026-02-02T09:19:50,True,calibrated
P0742fef704,31,female,3,4.37,4.23,counterfactual,9,2,7000,730,approve,94,True,6,4,7,6,5,6,7,6,6,6,6,6,approve,5.92,True,12.3,2026-02-02T09:20:04,True,calibrated
P0742fef704,31,female,3,4.37,4.23,counterfactual,2,3,15000,705,approve,91,True,5,5,7,5,4,5,5,5,5,6,5,4,approve,5.08,True,8.4,2026-02-02T09:20:13,True,calibrated
P0742fef704,31,female,3,4.37,4.23,counterfactual,5,4,30000,720,approve,88,True,6,6,5,5,6,5,5,5,5,5,6,5,approve,5.33,True,11.8,2026-02-02T09:20:27,True,calibrated
P0742fef704,31,female,3,4.37,4.23,counterfactual,6,5,12000,655,deny,63,False,4,4,4,3,4,3,4,3,3,4,4,4,approve,3.67,False,12.6,2026-02-02T09:20:40,True,calibrated
P0742fef704,31,female,3,4.37,4.23,counterfactual,10,6,25000,620,deny,69,True,5,4,4,3,5,3,4,5,5,4,4,5,approve,4.25,False,23.1,2026-02-02T09:21:04,True,calibrated
P0742fef704,31,female,3,4.37,4.23,counterfactual,3,7,22000,640,approve,58,True,3,3,4,4,4,5,5,4,4,5,4,4,deny,4.08,False,15.5,2026-02-02T09:21:21,True,calibrated
P0742fef704,31,female,3,4.37,4.23,counterfactual,8,8,18000,600,approve,55,False,3,1,1,1,3,2,4,3,2,2,2,3,approve,2.25,True,10.2,2026-02-02T09:21:33,True,calibrated
P0742fef704,31,female,3,4.37,4.23,counterfactual,1,9,8000,610,deny,82,True,4,6,5,5,4,5,4,5,4,4,5,6,approve,4.75,False,45,2026-02-02T09:22:18,True,calibrated
P0742fef704,31,female,3,4.37,4.23,counterfactual,4,10,5000,590,deny,74,True,6,5,5,5,5,6,5,7,5,5,6,5,deny,5.42,True,8.8,2026-02-02T09:22:29,True,calibrated
Pa702d86e6b,22,female,4,6.37,3.37,none,1,1,8000,610,deny,82,True,5,4,4,5,5,4,5,3,3,4,5,4,approve,4.25,False,21.4,2026-02-10T09:44:13,True,calibrated
Pa702d86e6b,22,female,4,6.37,3.37,none,8,2,18000,600,approve,55,False,4,4,5,5,3,5,4,4,4,5,5,4,approve,4.33,True,15.0,2026-02-10T09:44:29,True,over-trust
Pa702d86e6b,22,female,4,6.37,3.37,none,9,3,7000,730,approve,94,True,6,5,5,6,7,5,6,5,6,7,5,6,approve,5.75,True,9.0,2026-02-10T09:44:39,True,calibrated
Pa702d86e6b,22,female,4,6.37,3.37,none,10,4,25000,620,deny,69,True,5,5,6,6,6,5,5,6,7,7,6,6,deny,5.83,True,10.9,2026-02-10T09:44:51,True,calibrated
Pa702d86e6b,22,female,4,6.37,3.37,none,2,5,15000,705,approve,91,True,4,5,5,4,5,5,4,5,5,5,4,4,deny,4.58,False,19.0,2026-02-10T09:45:12,True,calibrated
Pa702d86e6b,22,female,4,6.37,3.37,none,7,6,9000,680,approve,77,True,5,7,6,5,6,5,6,5,5,5,5,6,deny,5.5,False,17.5,2026-02-10T09:45:31,True,calibrated
Pa702d86e6b,22,female,4,6.37,3.37,none,5,7,30000,720,approve,88,True,4,5,4,6,6,6,6,5,7,6,6,7,approve,5.67,True,9.3,2026-02-10T09:45:43,True,calibrated
Pa702d86e6b,22,female,4,6.37,3.37,none,4,8,5000,590,deny,74,True,5,5,6,6,5,6,6,4,5,5,5,5,approve,5.25,False,10.2,2026-02-10T09:45:55,True,calibrated
Pa702d86e6b,22,female,4,6.37,3.37,none,6,9,12000,655,deny,63,False,5,4,4,3,5,4,4,4,3,4,5,5,deny,4.17,True,14.6,2026-02-10T09:46:11,True,over-trust
Pa702d86e6b,22,female,4,6.37,3.37,none,3,10,22000,640,approve,58,True,4,4,5,4,5,3,5,4,4,5,5,4,approve,4.33,True,14.7,2026-02-10T09:46:28,True,calibrated
P7d9c63eb85,52,male,3,3.59,5.3,counterfactual,3,1,22000,640,approve,58,True,4,3,4,3,3,4,4,4,5,3,4,4,deny,3.75,False,1.0,2026-01-15T09:12:11,True,under-trust
P7d9c63eb85,52,male,3,3.59,5.3,counterfactual,6,2,12000,655,deny,63,False,1,1,1,2,2,1,2,2,1,1,1,3,approve,1.5,False,3.0,2026-01-15T09:12:16,True,calibrated
P7d9c63eb85,52,male,3,3.59,5.3,counterfactual,1,3,8000,610,deny,82,True,5,3,5,5,5,6,5,5,5,5,5,5,deny,4.92,True,2.6,2026-01-15T09:12:21,True,calibrated
P7d9c63eb85,52,male,3,3.59,5.3,counterfactual,5,4,30000,720,approve,88,True,5,5,5,4,3,6,6,5,5,5,4,5,approve,4.83,True,2.0,2026-01-15T09:12:24,True,calibrated
P7d9c63eb85,52,male,3,3.59,5.3,counterfactual,4,5,5000,590,deny,74,True,3,3,3,3,3,3,1,2,2,2,3,2,approve,2.5,False,3.1,2026-01-15T09:12:30,True,under-trust
P7d9c63eb85,52,male,3,3.59,5.3,counterfactual,7,6,9000,680,approve,77,True,4,5,4,4,3,4,5,4,4,3,4,4,approve,4,True,3.2,2026-01-15T09:12:34,True,calibrated
P7d9c63eb85,52,male,3,3.59,5.3,counterfactual,9,7,7000,730,approve,94,True,5,4,5,5,4,4,4,4,3,5,4,4,deny,4.25,False,4.3,2026-01-15T09:12:41,True,calibrated
P7d9c63eb85,52,male,3,3.59,5.3,counterfactual,2,8,15000,705,approve,91,True,5,4,5,6,5,5,5,6,4,5,6,6,approve,5.17,True,2.3,2026-01-15T09:12:45,True,calibrated
P7d9c63eb85,52,male,3,3.59,5.3,counterfactual,10,9,25000,620,deny,69,True,4,3,3,4,3,5,4,4,4,3,3,3,deny,3.58,True,1.7,2026-01-15T09:12:47,True,under-trust
P7d9c63eb85,52,male,3,3.59,5.3,counterfactual,8,10,18000,600,approve,55,False,2,2,3,2,2,1,2,1,1,2,4,1,approve,1.92,True,2.0,2026-01-15T09:12:50,True,calibrated
P4c1f7716f0,29,female,4,,4.22,counterfactual,9,1,7000,730,approve,94,True,7,6,7,7,7,7,6,7,7,7,7,6,approve,6.75,True,7.8,2026-02-20T07:21:14,True,calibrated
P4c1f7716f0,29,female,4,,4.22,counterfactual,6,2,12000,655,deny,63,False,4,3,4,3,4,4,3,4,4,5,4,4,deny,3.83,True,10.7,2026-02-20T07:21:27,True,calibrated
P4c1f7716f0,29,female,4,,4.22,counterfactual,5,3,30000,720,approve,88,True,7,6,7,7,7,7,7,6,7,7,7,7,approve,6.83,True,15.5,2026-02-20T07:21:43,True,calibrated
P4c1f7716f0,29,female,4,,4.22,counterfactual,3,4,22000,640,approve,58,True,7,7,7,7,7,7,7,7,6,6,6,7,approve,6.75,True,8.8,2026-02-20T07:21:53,True,calibrated
P4c1f7716f0,29,female,4,,4.22,counterfactual,2,5,15000,705,approve,91,True,6,7,7,6,7,6,6,7,6,7,6,6,approve,6.42,True,12.6,2026-02-20T07:22:08,True,calibrated
P4c1f7716f0,29,female,4,,4.22,counterfactual,8,6,18000,600,approve,55,False,4,4,5,4,4,5,4,6,6,3,5,4,approve,4.5,True,3.9,2026-02-20T07:22:13,True,over-trust
P4c1f7716f0,29,female,4,,4.22,counterfactual,10,7,25000,620,deny,69,True,7,7,7,6,7,6,7,5,7,6,7,6,deny,6.5,True,13.4,2026-02-20T07:22:28,True,calibrated
P4c1f7716f0,29,female,4,,4.22,counterfactual,4,8,5000,590,deny,74,True,7,7,7,7,7,,7,7,7,7,7,7,deny,7,True,9.1,2026-02-20T07:22:39,True,calibrated
P4c1f7716f0,29,female,4,,4.22,counterfactual,1,9,8000,610,deny,82,True,6,7,7,7,6,6,6,6,7,6,7,7,deny,6.5,True,12.9,2026-02-20T07:22:54,True,calibrated
P4c1f7716f0,29,female,4,,4.22,counterfactual,7,10,9000,680,approve,77,True,6,5,6,6,7,7,7,7,6,6,7,6,deny,6.33,False,3,2026-02-20T07:22:59,True,calibrated
P6983032472,48,female,4,4.5,4.08,counterfactual,7,1,9000,680,approve,77,True,5,5,7,4,3,6,6,5,4,5,5,5,approve,5,True,79.6,2026-02-09T17:14:32,True,calibrated
P6983032472,48,female,4,4.5,4.08,counterfactual,5,2,30000,720,approve,88,True,7,7,7,7,7,6,6,6,7,7,6,7,approve,6.67,True,11.8,2026-02-09T17:14:45,True,calibrated
P6983032472,48,female,4,4.5,4.08,counterfactual,3,3,22000,640,approve,58,True,6,7,6,7,7,7,7,7,6,7,6,7,approve,6.67,True,9.7,2026-02-09T17:14:56,True,calibrated
P6983032472,48,female,4,4.5,4.08,counterfactual,9,4,7000,730,approve,94,True,6,5,7,5,5,7,5,6,6,6,6,6,approve,5.83,True,12.6,2026-02-09T17:15:09,True,calibrated
P6983032472,48,female,4,4.5,4.08,counterfactual,8,5,18000,600,approve,55,False,4,4,6,5,4,4,4,5,3,2,3,3,approve,3.92,True,15.6,2026-02-09T17:15:26,True,calibrated
P6983032472,48,female,4,4.5,4.08,counterfactual,10,6,25000,620,deny,69,True,5,5,4,5,5,5,5,5,6,5,4,4,deny,4.83,True,7.0,2026-02-09T17:15:34,True,calibrated
P6983032472,48,female,4,4.5,4.08,counterfactual,6,7,12000,655,deny,63,False,2,4,3,3,2,3,4,3,3,2,4,3,deny,3,True,13.1,2026-02-09T17:15:48,True,calibrated
P6983032472,48,female,4,4.5,4.08,counterfactual,4,8,5000,590,deny,74,True,6,6,7,7,7,6,7,6,7,7,6,5,deny,6.42,True,10.4,2026-02-09T17:15:59,True,calibrated
P6983032472,48,female,4,4.5,4.08,counterfactual,1,9,8000,610,deny,82,True,7,6,6,7,,,7,,7,7,7,7,deny,6.78,True,27.8,2026-02-09T17:16:28,True,calibrated
P6983032472,48,female,4,4.5,4.08,counterfactual,2,10,15000,705,approve,91,True,7,7,6,7,7,4,4,6,6,5,7,6,deny,6,False,11.7,2026-02-09T17:16:41,True,calibrated
P5981efef53,25,male,4,3.49,3.23,surface,5,1,30000,720,approve,88,True,6,6,6,7,5,5,7,6,6,5,7,6,approve,6,True,6.3,2026-01-16T09:13:44,True,calibrated
P5981efef53,25,male,4,3.49,3.23,surface,1,2,8000,610,deny,82,True,5,5,6,6,5,6,5,5,7,7,7,5,deny,5.75,True,14.4,2026-01-16T09:13:59,True,calibrated
P5981efef53,25,male,4,3.49,3.23,surface,2,3,15000,705,approve,91,True,6,7,6,7,5,5,6,6,7,7,6,6,approve,6.17,True,5.6,2026-01-16T09:14:06,True,calibrated
P5981efef53,25,male,4,3.49,3.23,surface,8,4,18000,600,approve,55,False,4,4,4,2,3,2,4,3,3,3,2,4,deny,3.17,False,14.3,2026-01-16T09:14:21,True,calibrated
P5981efef53,25,male,4,3.49,3.23,surface,9,5,7000,730,approve,94,True,5,5,6,5,6,6,5,6,5,5,6,5,approve,5.42,True,11.7,2026-01-16T09:14:35,True,calibrated
P5981efef53,25,male,4,3.49,3.23,surface,10,6,25000,620,deny,69,True,7,7,6,5,7,6,6,7,6,6,6,7,deny,6.33,True,7.0,2026-01-16T09:14:43,True,calibrated
P5981efef53,25,male,4,3.49,3.23,surface,3,7,22000,640,approve,58,True,6,6,6,5,6,5,6,5,5,7,6,5,approve,5.67,True,11.9,2026-01-16T09:14:57,True,calibrated
P5981efef53,25,male,4,3.49,3.23,surface,6,8,12000,655,deny,63,False,3,2,2,4,3,4,3,3,3,3,3,3,approve,3,False,15.9,2026-01-16T09:15:15,True,calibrated
P5981efef53,25,male,4,3.49,3.23,surface,4,9,5000,590,deny,74,True,7,7,7,5,5,6,5,5,6,5,6,6,approve,5.83,False,16.1,2026-01-16T09:15:33,True,calibrated
P5981efef53,25,male,4,3.49,3.23,surface,7,10,9000,680,approve,77,True,5,4,6,5,6,6,6,6,6,6,5,7,deny,5.67,False,15.4,2026-01-16T09:15:51,True,calibrated
Pf3b4337254,29,female,3,3.32,4.59,counterfactual,4,1,5000,590,deny,74,True,5,5,5,5,5,5,4,5,6,6,5,6,deny,5.17,True,16.3,2026-02-05T12:46:47,True,calibrated
Pf3b4337254,29,female,3,3.32,4.59,counterfactual,1,2,8000,610,deny,82,True,6,5,5,6,4,5,5,4,3,5,4,4,deny,4.67,True,8.9,2026-02-05T12:46:57,True,calibrated
Pf3b4337254,29,female,3,3.32,4.59,counterfactual,7,3,9000,680,approve,77,True,7,6,7,6,6,7,7,6,7,7,6,7,approve,6.58,True,22.1,2026-02-05T12:47:20,True,calibrated
Pf3b4337254,29,female,3,3.32,4.59,counterfactual,6,4,12000,655,deny,63,False,5,4,3,4,4,5,3,4,3,3,4,3,approve,3.75,False,10.5,2026-02-05T12:47:32,True,calibrated
Pf3b4337254,29,female,3,3.32,4.59,counterfactual,10,5,25000,620,deny,69,True,2,3,3,2,3,3,2,2,4,4,2,2,deny,2.67,True,15.3,2026-02-05T12:47:49,True,under-trust
Pf3b4337254,29,female,3,3.32,4.59,counterfactual,3,6,22000,640,approve,58,True,4,5,5,5,5,4,4,5,5,5,5,5,approve,4.75,True,17.1,2026-02-05T12:48:07,True,calibrated
Pf3b4337254,29,female,3,3.32,4.59,counterfactual,8,7,18000,600,approve,55,False,3,3,3,3,3,3,4,3,4,3,2,3,deny,3.08,False,15.5,2026-02-05T12:48:23,True,calibrated
Pf3b4337254,29,female,3,3.32,4.59,counterfactual,9,8,7000,730,approve,94,True,6,5,6,5,6,7,7,6,6,6,5,6,approve,5.92,True,16.9,2026-02-05T12:48:41,True,calibrated
Pf3b4337254,29,female,3,3.32,4.59,counterfactual,5,9,30000,720,approve,88,True,7,7,7,6,6,6,5,6,7,6,6,6,approve,6.25,True,12.5,2026-02-05T12:48:54,True,calibrated
Pf3b4337254,29,female,3,3.32,4.59,counterfactual,2,10,15000,705,approve,91,True,7,7,6,7,7,7,7,7,7,7,6,7,approve,6.83,True,5.7,2026-02-05T12:49:02,True,calibrated
Pb2ce8598af,55,nonbinary,4,2.56,4.63,counterfactual,7,1,9000,680,approve,77,True,7,7,6,7,7,7,7,7,7,7,7,7,approve,6.92,True,4.6,2026-01-22T07:14:36,True,calibrated
Pb2ce8598af,55,nonbinary,4,2.56,4.63,counterfactual,9,2,7000,730,approve,94,True,7,7,7,7,7,7,6,7,7,7,7,7,approve,6.92,True,22.0,2026-01-22T07:14:59,True,calibrated
Pb2ce8598af,55,nonbinary,4,2.56,4.63,counterfactual,2,3,15000,705,approve,91,True,7,7,6,6,7,7,6,7,7,7,7,6,approve,6.67,True,8.9,2026-01-22T07:15:09,True,calibrated
Pb2ce8598af,55,nonbinary,4,2.56,4.63,counterfactual,8,4,18000,600,approve,55,False,4,3,4,2,3,3,3,2,4,3,2,4,deny,3.08,False,11.6,2026-01-22T07:15:22,True,calibrated
Pb2ce8598af,55,nonbinary,4,2.56,4.63,counterfactual,4,5,5000,590,deny,74,True,7,7,7,7,7,6,6,7,7,7,7,7,deny,6.83,True,12.4,2026-01-22T07:15:36,True,calibrated
